"","STOP_FRISK_DOM","STOP_FRISK_TIME_MINUTES","MONTH2","DAY2","STOP_WAS_INITIATED","ISSUING_OFFICER_RANK","SUPERVISING_OFFICER_RANK","JURISDICTION_DESCRIPTION","OBSERVED_DURATION_MINUTES","SUSPECTED_CRIME_DESCRIPTION","STOP_DURATION_MINUTES","OFFICER_EXPLAINED_STOP_FLAG","OTHER_PERSON_STOPPED_FLAG","OFFICER_IN_UNIFORM_FLAG","ID_CARD_IDENTIFIES_OFFICER_FLAG","SHIELD_IDENTIFIES_OFFICER_FLAG","VERBAL_IDENTIFIES_OFFICER_FLAG","FRISKED_FLAG","SEARCHED_FLAG","OTHER_CONTRABAND_FLAG","FIREARM_FLAG","KNIFE_CUTTER_FLAG","OTHER_WEAPON_FLAG","WEAPON_FOUND_FLAG","PHYSICAL_FORCE_CEW_FLAG","PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG","PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG","PHYSICAL_FORCE_OC_SPRAY_USED_FLAG","PHYSICAL_FORCE_OTHER_FLAG","PHYSICAL_FORCE_RESTRAINT_USED_FLAG","PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG","PHYSICAL_FORCE_WEAPON_IMPACT_FLAG","BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG","BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG","SUSPECTS_ACTIONS_CASING_FLAG","SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG","SUSPECTS_ACTIONS_DECRIPTION_FLAG","SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG","SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG","SUSPECTS_ACTIONS_LOOKOUT_FLAG","SUSPECTS_ACTIONS_OTHER_FLAG","SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG","SEARCH_BASIS_ADMISSION_FLAG","SEARCH_BASIS_CONSENT_FLAG","SEARCH_BASIS_HARD_OBJECT_FLAG","SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG","SEARCH_BASIS_OTHER_FLAG","SEARCH_BASIS_OUTLINE_FLAG","DEMEANOR_OF_PERSON_STOPPED","SUSPECT_REPORTED_AGE","SUSPECT_SEX","SUSPECT_RACE_DESCRIPTION","SUSPECT_HEIGHT","SUSPECT_WEIGHT","SUSPECT_BODY_BUILD_TYPE","SUSPECT_EYE_COLOR","SUSPECT_HAIR_COLOR","STOP_LOCATION_PRECINCT","SUSPECT_ARRESTED_FLAG"
"8993",6,825,"January","Wednesday","Based_on_Self_Initiated","POM","SGT","PSB",5,"CRIMINAL_SALE_OF_CONTROLLED_SUBSTANCE",7,"Y","N","N","N","S","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","SUPRISED",31,"MALE","WHITE",5.7,170,"MED","BRO","BRO",100,"Y"
"8994",6,883,"February","Monday","Based_on_Radio_Run","POM","SGT","PSB",0,"OTHER",10,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","OTHER",64,"MALE","BLACK",5.9,150,"THN","BRO","XXX",100,"N"
"8995",6,260,"March","Saturday","Based_on_Radio_Run","POM","LT","Housing",11,"ROBBERY",3,"Y","N","N","N","S","V","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","Y","N","N","Y","N","N","N","ROBBERY",25,"MALE","BLACK",5.11,140,"THN","BRO","BLK",100,"N"
"8996",6,339,"March","Friday","Based_on_Radio_Run","POM","SGT","PSB",0,"ASSAULT",5,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","SAME AS FOUND, DISHEVELED",17,"MALE","WHITE",5.1,180,"THN","BRO","BRO",100,"Y"
"8997",6,1410,"March","Saturday","Based_on_Radio_Run","POM","SGT","PSB",0,"CPW",4,"Y","N","N","N","S","N","Y","Y","N","Y","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","Y","N","N","CPW",23,"MALE","BLACK",5.11,150,"THN","BRO","BLK",100,"Y"
"8998",6,110,"March","Sunday","Based_on_Radio_Run","POM","SGT","Housing",1,"CPW",3,"Y","N","N","N","S","V","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","Y","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","CPW",31,"MALE","BLACK",6,170,"MED","BRO","BLK",100,"N"
"8999",6,110,"March","Saturday","Based_on_Radio_Run","POM","SGT","Housing",3,"CPW",17,"Y","N","N","N","S","N","Y","Y","N","Y","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","NORMAL",19,"MALE","BLACK",5.8,170,"MED","BRO","BLK",100,"Y"
"9000",6,1055,"March","Saturday","Based_on_Radio_Run","POM","SGT","PSB",1,"ROBBERY",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ROBBERY",14,"MALE","BLACK",5.8,140,"THN","BRO","BLK",100,"N"
"9001",6,935,"March","Wednesday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"CPW",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","CPW",36,"MALE","BLACK",5.9,220,"HEA","BRO","BLK",100,"N"
"9002",6,1363,"April","Thursday","Based_on_Self_Initiated","LT","SGT","PSB",2,"CRIMINAL_SALE_OF_CONTROLLED_SUBSTANCE",3,"Y","N","N","N","S","V","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","Y","N","N","N","NERVOUS/AGITATED",23,"MALE","BLACK",5.1,160,"THN","BRO","BLK",100,"Y"
"9003",6,1200,"April","Saturday","Based_on_Radio_Run","POM","LT","PSB",52,"OTHER",5,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","N","N","N","RELAXED",30,"MALE","BLACK",5.9,200,"MED","BLK","BLK",100,"N"
"9004",6,1180,"April","Saturday","Based_on_Self_Initiated","POM","LT","PSB",1,"CRIMINAL_POSSESSION_OF_MARIHUANA",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","CRIMINAL POSSESSION OF MARIHUANA",20,"MALE","BLACK",5.1,170,"MED","BRO","BLK",100,"N"
"9005",6,1180,"April","Saturday","Based_on_Self_Initiated","POM","LT","PSB",1,"CRIMINAL_POSSESSION_OF_MARIHUANA",5,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","CRIMINAL POSSESSION OF MARIHUANA",20,"MALE","BLACK",5.1,140,"THN","BRO","BLK",100,"N"
"9006",6,900,"April","Monday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CPW",9,"Y","Y","Y","N","N","N","Y","Y","N","Y","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","Y","CPW",16,"MALE","WHITE_HISPANIC",5.4,130,"THN","BRO","BRO",100,"Y"
"9007",6,900,"April","Monday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CPW",9,"Y","Y","N","N","S","V","Y","Y","Y","N","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","Y","N","Y","N","N","Y","CPW",13,"MALE","WHITE_HISPANIC",5,100,"THN","BRO","BRO",100,"Y"
"9008",6,730,"April","Tuesday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"BURGLARY",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CALM",29,"MALE","BLACK",6,160,"THN","BRO","BLK",100,"N"
"9009",6,1370,"April","Sunday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CRIMINAL_POSSESSION_OF_MARIHUANA",6,"N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","CRIMINAL POSSESSION OF MARIHUANA",25,"MALE","WHITE_HISPANIC",5.7,175,"U","BRO","BLK",100,"Y"
"9010",6,669,"April","Monday","Based_on_Radio_Run","POM","SGT","Housing",1,"PETIT_LARCENY",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","PETIT LARCENY",38,"MALE","BLACK",5.8,215,"HEA","BLK","BLK",100,"Y"
"9011",6,365,"April","Sunday","Based_on_Radio_Run","POM","SGT","PSB",0,"BURGLARY",30,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","CALM",25,"FEMALE","WHITE",5.6,130,"THN","BLU","BLN",100,"N"
"9012",6,365,"April","Sunday","Based_on_Radio_Run","POM","SGT","PSB",0,"BURGLARY",30,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","CALM",27,"FEMALE","BLACK",5.6,150,"MED","BRO","BLK",100,"N"
"9013",6,606,"May","Thursday","Based_on_Radio_Run","POM","SGT","PSB",0,"GRAND_LARCENY",3,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","WILLING/COMPLYING",60,"MALE","BLACK",5.6,150,"THN","ZZZ","BLK",100,"N"
"9014",6,458,"May","Saturday","Based_on_Radio_Run","POM","SGT","Transit",5,"CPW",2,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","UPSET",29,"MALE","BLACK",5.7,140,"THN","BRO","BLK",100,"N"
"9015",6,1285,"May","Wednesday","Based_on_Radio_Run","POM","LT","PSB",0,"ASSAULT",5,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","UNDERSTANDING",16,"MALE","BLACK",6,170,"THN","BRO","BLK",100,"N"
"9016",6,1392,"May","Thursday","Based_on_C_W_on_Scene","POM","SGT","PSB",5,"CPSP",15,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","CPSP",60,"MALE","BLACK",5.7,160,"THN","BRO","BLD",100,"Y"
"9017",6,316,"May","Saturday","Based_on_Radio_Run","POM","LT","PSB",1,"ASSAULT",16,"Y","N","Y","N","N","N","Y","Y","Y","N","Y","N","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","CALM",31,"MALE","ASIAN_PAC.ISL",5.6,120,"THN","BRO","BRO",100,"N"
"9018",6,560,"May","Monday","Based_on_Radio_Run","POM","SGT","PSB",5,"MENACING",15,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","VERY COOPERATIVE",24,"MALE","BLACK",5.9,145,"THN","BRO","BLK",100,"N"
"9019",6,122,"May","Wednesday","Based_on_Self_Initiated","POM","LT","PSB",1,"GRAND_LARCENY_AUTO",20,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","GRAND LARCENY AUTO",26,"MALE","BLACK",5.6,160,"MED","BLK","BLK",100,"N"
"9020",6,1116,"May","Wednesday","Based_on_Radio_Run","POM","LT","PSB",1,"ASSAULT",2,"Y","Y","N","I","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CALM AND FRIENDLY",26,"FEMALE","BLACK",5.3,160,"MED","BRO","BLK",100,"N"
"9021",6,1116,"May","Wednesday","Based_on_Radio_Run","POM","LT","PSB",1,"ASSAULT",2,"Y","Y","N","I","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CALM, FRIENDLY",25,"FEMALE","BLACK",5.2,150,"MED","BRO","BLK",100,"N"
"9022",6,1116,"May","Wednesday","Based_on_Radio_Run","POM","LT","PSB",1,"ASSAULT",2,"Y","Y","N","I","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CALM",24,"FEMALE","BLACK",5.3,190,"HEA","BRO","BLK",100,"N"
"9023",6,980,"June","Saturday","Based_on_Radio_Run","POM","SGT","PSB",5,"ASSAULT",25,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","ASSAULT",27,"MALE","WHITE",6,160,"THN","BRO","BRO",100,"N"
"9024",6,980,"June","Saturday","Based_on_Radio_Run","POM","SGT","PSB",5,"ASSAULT",25,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","SATISFIED",20,"MALE","WHITE",6,185,"MED","BRO","BRO",100,"N"
"9025",6,91,"June","Friday","Based_on_Radio_Run","POF","LT","PSB",5,"PETIT_LARCENY",30,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","PETIT LARCENY",16,"FEMALE","BLACK",5.3,120,"MED","BRO","BLK",100,"Y"
"9026",6,91,"June","Friday","Based_on_Radio_Run","POF","LT","PSB",5,"PETIT_LARCENY",30,"Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","PETIT LARCENY",15,"MALE","BLACK",5.8,130,"THN","BRO","BLK",100,"Y"
"9027",6,91,"June","Friday","Based_on_Radio_Run","POF","LT","PSB",5,"PETIT_LARCENY",30,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","PETIT LARCENY",17,"MALE","BLACK",5.9,135,"THN","BRO","BLK",100,"Y"
"9028",6,1335,"June","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"GRAND_LARCENY_AUTO",5,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","GRAND LARCENY AUTO",16,"MALE","BLACK",5.4,160,"MED","BRO","BLK",100,"N"
"9029",6,1335,"June","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"GRAND_LARCENY_AUTO",5,"Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","GRAND LARCENY AUTO",17,"MALE","BLACK",5.5,140,"MED","BRO","BLK",100,"N"
"9030",6,1075,"June","Monday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"PETIT_LARCENY",15,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","Y","N","N","N","N","PETIT LARCENY",21,"FEMALE","BLACK_HISPANIC",5.4,140,"MED","BLK","BRO",100,"N"
"9031",6,1385,"June","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",20,"CPW",10,"Y","N","N","N","S","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","CPW",17,"MALE","BLACK",5.5,110,"THN","BRO","BLK",100,"N"
"9032",6,111,"July","Saturday","Based_on_C_W_on_Scene","POM","LT","PSB",1,"PETIT_LARCENY",15,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","PETIT LARCENY",27,"MALE","WHITE",6.4,150,"MED","GRN","BRO",100,"N"
"9033",6,611,"July","Monday","Based_on_Radio_Run","POM","LT","PSB",3,"CRIMINAL_MISCHIEF",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","UPSET",35,"MALE","BLACK",5.9,180,"U","BRO","BLK",100,"Y"
"9034",6,200,"July","Sunday","Based_on_Radio_Run","POM","SGT","PSB",0,"PETIT_LARCENY",15,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","PETIT LARCENY",22,"MALE","BLACK",5.6,130,"THN","BRO","BLK",100,"Y"
"9035",6,0,"July","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"ROBBERY",5,"Y","N","N","N","S","N","Y","Y","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","ROBBERY",52,"MALE","BLACK",5.5,195,"HEA","BRO","BLD",100,"Y"
"9036",6,353,"July","Wednesday","Based_on_Radio_Run","POM","SGT","PSB",1,"ROBBERY",8,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","ROBBERY",15,"MALE","BLACK",5.8,120,"THN","BLK","BLK",100,"Y"
"9037",6,1155,"July","Thursday","Based_on_C_W_on_Scene","POM","SGT","PSB",5,"PETIT_LARCENY",5,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","PETIT LARCENY",17,"MALE","BLACK",5.11,180,"MED","BLK","BLK",100,"N"
"9038",6,1155,"July","Thursday","Based_on_C_W_on_Scene","POM","SGT","PSB",5,"PETIT_LARCENY",5,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","PETIT LARCENY",17,"MALE","BLACK",5.6,140,"THN","BRO","BLK",100,"N"
"9039",6,17,"July","Tuesday","Based_on_Self_Initiated","POM","SGT","Housing",2,"CRIMINAL_TRESPASS",10,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","CRIMINAL TRESPASS",25,"MALE","BLACK",5.6,170,"MED","BRO","BLK",100,"Y"
"9040",6,17,"July","Tuesday","Based_on_Self_Initiated","POM","SGT","Housing",2,"CRIMINAL_TRESPASS",10,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","CRIMINAL TRESPASS",22,"MALE","BLACK",5.11,170,"MED","BRO","BLK",100,"Y"
"9041",6,1328,"July","Tuesday","Based_on_Radio_Run","POF","SGT","PSB",10,"PETIT_LARCENY",15,"Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","PETIT LARCENY",13,"MALE","BLACK",5.7,170,"MED","BRO","BLK",100,"N"
"9042",6,215,"July","Monday","Based_on_Radio_Run","POM","SGT","PSB",1,"OTHER",5,"Y","N","Y","N","N","N","N","Y","N","N","Y","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","OTHER",51,"MALE","WHITE",5.9,170,"MED","BRO","BLK",100,"Y"
"9043",6,156,"July","Monday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",2,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CPW",26,"MALE","BLACK",6.1,280,"HEA","BRO","BLK",100,"N"
"9044",6,0,"July","Monday","Based_on_Radio_Run","POM","SGT","Transit",1,"CPW",2,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CPW",19,"MALE","BLACK",5.6,140,"THN","BRO","BLK",100,"N"
"9045",6,156,"July","Monday","Based_on_Radio_Run","POM","SGT","PSB",1,"CPW",2,"Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CPW",18,"MALE","BLACK",5.6,140,"THN","BRO","BLK",100,"N"
"9046",6,725,"August","Friday","Based_on_Radio_Run","POM","SGT","PSB",0,"THEFT_OF_SERVICES",7,"Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","THEFT OF SERVICES",16,"MALE","BLACK",5.8,160,"MED","BRO","BLK",100,"Y"
"9047",6,725,"August","Friday","Based_on_Radio_Run","POM","SGT","PSB",0,"THEFT_OF_SERVICES",7,"Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","THEFT OF SERVICES",18,"MALE","BLACK",5.8,160,"MED","BRO","BLK",100,"Y"
"9048",6,778,"June","Saturday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"CPW",13,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","UNCOOPERATIVE",17,"MALE","BLACK",5.8,210,"MED","BRO","BLK",100,"N"
"9049",6,695,"August","Saturday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"CPW",5,"Y","N","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","N","Y","N","N","N","N","Y","N","CPW",52,"MALE","BLACK",6.1,230,"MED","BRO","GRY",100,"N"
"9050",6,170,"July","Saturday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CPW",25,"Y","Y","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","CPW",27,"MALE","BLACK",5.1,180,"THN","BRO","BLK",100,"N"
"9051",6,170,"July","Saturday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CPW",25,"Y","Y","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","CPW",33,"MALE","BLACK",6.6,200,"THN","BRO","BLK",100,"N"
"9052",6,170,"July","Saturday","Based_on_Self_Initiated","POM","SGT","PSB",1,"CPW",25,"Y","Y","N","N","S","V","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","CPW",22,"MALE","BLACK",6.1,160,"THN","BRO","BLK",100,"N"
"9053",6,98,"August","Thursday","Based_on_C_W_on_Scene","POM","SGT","PSB",2,"ASSAULT",9,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","ASSAULT",16,"MALE","BLACK_HISPANIC",5.8,118,"THN","BRO","BRO",100,"Y"
"9054",6,98,"August","Thursday","Based_on_C_W_on_Scene","POM","SGT","PSB",2,"ASSAULT",9,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","CALM",16,"MALE","BLACK_HISPANIC",5.9,165,"MED","BRO","BLK",100,"Y"
"9055",6,98,"August","Thursday","Based_on_C_W_on_Scene","POM","SGT","PSB",2,"ASSAULT",9,"Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","ASSAULT",18,"MALE","BLACK_HISPANIC",5.7,120,"MED","BRO","BLK",100,"Y"
"9056",6,775,"August","Monday","Based_on_Radio_Run","POM","SGT","PSB",1,"PETIT_LARCENY",10,"Y","N","N","N","S","V","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","PETIT LARCENY",17,"MALE","BLACK",6.1,160,"THN","BRO","BLK",100,"N"
"9057",6,680,"August","Thursday","Based_on_Radio_Run","POM","SGT","PSB",1,"CRIMINAL_MISCHIEF",5,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","CRIMINAL MISCHIEF",30,"MALE","WHITE",5.7,160,"THN","BLU","BRO",100,"N"
"9058",6,1145,"August","Thursday","Based_on_Radio_Run","POM","LT","PSB",1,"ASSAULT",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","UPSET",23,"FEMALE","WHITE",5.3,151,"THN","HAZ","BLN",100,"Y"
"9059",6,1377,"September","Tuesday","Based_on_Self_Initiated","POM","SGT","PSB",2,"BURGLARY",18,"Y","N","N","I","S","V","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","NERVOUS",20,"MALE","BLACK",5.8,175,"MED","BRO","BLK",100,"N"
"9060",6,1244,"September","Monday","Based_on_C_W_on_Scene","POM","SGT","PSB",1,"RAPE",25,"Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","RAPE",13,"MALE","BLACK",5.3,120,"THN","BRO","BLK",100,"N"
"9061",6,525,"September","Tuesday","Based_on_Radio_Run","POM","LT","PSB",1,"CRIMINAL_MISCHIEF",10,"Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","CRIMINAL MISCHIEF",26,"MALE","BLACK",6.2,210,"MED","BRO","BLK",100,"Y"
